Date_french_format,Number,Stage,Site,Transect
25/03/2024,3931,Adult,S14,T3
25/03/2024,3932,Juvenile,S14,T3
25/03/2024,3933,Adult,S14,T3
25/03/2024,3934,Adult,S14,T3
25/03/2024,3935,Adult,S14,T3
25/03/2024,3936,Adult,S14,T3
25/03/2024,3937,Adult,S14,T3
25/03/2024,3938,Adult,S14,T3
25/03/2024,3939,Recruit,S14,T3
25/03/2024,3940,Adult,S14,T3
25/03/2024,3941,Recruit,S14,T3
25/03/2024,3942,Recruit,S14,T3
25/03/2024,3943,Adult,S14,T3
25/03/2024,3944,Recruit,S14,T3
25/03/2024,3945,Juvenile,S14,T3
25/03/2024,3946,Recruit,S14,T3
25/03/2024,3947,Adult,S14,T3
25/03/2024,3948,Recruit,S14,T3
25/03/2024,3949,Recruit,S14,T3
25/03/2024,3950,Recruit,S14,T3
