Year,Site,Habitat,Genus,Dry_Weight,C,H,N,CN_ratio,Comment
2011,LTER_2,Backreef,Turbinaria,2151,25.9,3.48,0.58,44.4,NA
2011,LTER_2,Backreef,Turbinaria,2386,26.7,3.6,0.7,38.1,NA
2011,LTER_2,Backreef,Turbinaria,2044,25.6,3.11,0.64,39.9,NA
2011,LTER_2,Backreef,Turbinaria,2608,24.7,3.28,0.68,36.6,NA
2011,LTER_2,Backreef,Turbinaria,2311,26.5,3.49,0.82,32.4,NA
2011,LTER_2,Backreef,Turbinaria,2169,25.6,3.34,0.71,36,NA
2011,LTER_2,Backreef,Turbinaria,2451,25.3,3.45,0.73,34.5,NA
2011,LTER_2,Backreef,Turbinaria,2330,25.8,3.51,0.8,32.2,NA
2011,LTER_2,Backreef,Turbinaria,2466,26.4,3.62,0.62,42.5,NA
2011,LTER_2,Backreef,Turbinaria,2604,26.6,3.65,0.77,34.4,NA
2011,LTER_2,Fringing,Turbinaria,2985,26.8,3.55,0.924,29,NA
2011,LTER_2,Fringing,Turbinaria,2122,27.5,3.6,0.969,28.4,NA
2011,LTER_2,Fringing,Turbinaria,2897,27.4,3.54,0.816,33.6,NA
2011,LTER_2,Fringing,Turbinaria,2540,26.8,3.51,0.853,31.5,NA
2011,LTER_2,Fringing,Turbinaria,2397,28,3.72,0.827,33.9,NA
2011,LTER_2,Fringing,Turbinaria,2190,26.5,3.47,0.944,28.1,NA
2011,LTER_2,Fringing,Turbinaria,2114,25.7,3.41,0.769,33.4,NA
2011,LTER_2,Fringing,Turbinaria,2653,27,3.5,0.9,30,NA
2011,LTER_2,Fringing,Turbinaria,2116,26.6,3.47,0.803,33.2,NA
2011,LTER_2,Fringing,Turbinaria,2018,29.6,3.9,0.848,34.9,NA
2011,LTER_2,Reefcrest,Sargassum,2349,30.3,4.31,1.09,27.9,NA
2011,LTER_2,Reefcrest,Sargassum,2785,32.3,4.72,0.98,33.1,NA
2011,LTER_2,Reefcrest,Sargassum,2394,31.1,4.64,1.28,24.3,NA
2011,LTER_2,Reefcrest,Sargassum,2787,33.8,4.92,0.99,34,NA
2011,LTER_2,Reefcrest,Sargassum,2431,29,4,1,28.9,NA
2011,LTER_2,Reefcrest,Sargassum,2438,29.5,4.17,1.4,21.1,NA
2011,LTER_2,Reefcrest,Sargassum,2479,32.2,4.69,1.38,23.4,NA
2011,LTER_2,Reefcrest,Sargassum,2356,33.4,4.69,1.23,27.3,NA
2011,LTER_2,Reefcrest,Sargassum,2262,32.1,4.56,1.12,28.8,NA
2011,LTER_2,Reefcrest,Sargassum,2900,29.5,4.23,1.33,22.1,NA
2011,LTER_2,Reefcrest,Turbinaria,2795,26.3,3.62,0.57,46.2,NA
2011,LTER_2,Reefcrest,Turbinaria,2676,25.9,3.58,0.84,31,NA
2011,LTER_2,Reefcrest,Turbinaria,2853,27.3,3.85,0.69,39.7,NA
2011,LTER_2,Reefcrest,Turbinaria,2391,26.6,3.65,0.76,35.1,NA
2011,LTER_2,Reefcrest,Turbinaria,2042,26.4,3.61,0.74,35.5,NA
2011,LTER_2,Reefcrest,Turbinaria,2052,25.7,3.44,0.65,39.8,NA
2011,LTER_2,Reefcrest,Turbinaria,2097,28,3.54,0.569,49.1,NA
2011,LTER_2,Reefcrest,Turbinaria,2702,25.4,3.44,0.574,44.2,NA
2011,LTER_2,Reefcrest,Turbinaria,2576,25.9,3.46,0.559,46.4,NA
2011,LTER_2,Reefcrest,Turbinaria,2686,26.4,3.48,0.559,47.2,NA
2011,LTER_3,Backreef,Sargassum,2849,31.9,4.58,0.85,37.5,NA
2011,LTER_3,Backreef,Sargassum,2442,31.6,4.26,0.82,38.6,NA
2011,LTER_3,Backreef,Sargassum,2930,31.5,4.24,1.06,29.8,NA
2011,LTER_3,Backreef,Turbinaria,2450,28.1,4.02,0.673,41.8,NA
2011,LTER_3,Backreef,Turbinaria,2097,29.5,3.91,0.828,35.7,NA
2011,LTER_3,Backreef,Turbinaria,2529,29.5,4.14,0.808,36.5,NA
2011,LTER_3,Backreef,Turbinaria,2490,28.9,3.92,0.732,39.5,NA
2011,LTER_3,Backreef,Turbinaria,2716,29,3.8,0.714,40.6,NA
2011,LTER_3,Backreef,Turbinaria,2487,29.1,4.17,0.766,38,NA
2011,LTER_3,Backreef,Turbinaria,2789,31.5,4.57,0.7,45.1,NA
2011,LTER_3,Backreef,Turbinaria,2648,29.5,4.34,0.742,39.8,NA
2011,LTER_3,Backreef,Turbinaria,2364,29.6,4.25,0.816,36.2,NA
2011,LTER_3,Backreef,Turbinaria,2400,30.4,4.51,0.981,31,NA
2011,LTER_3,Fringing,Sargassum,2583,30.1,4.2,1.49,20.3,NA
2011,LTER_3,Fringing,Turbinaria,2188,27.3,3.95,1.35,20.2,NA
2011,LTER_3,Fringing,Turbinaria,2402,27.8,3.83,1.23,22.7,NA
2011,LTER_3,Fringing,Turbinaria,2621,26.2,3.59,1.01,26.1,NA
2011,LTER_3,Fringing,Turbinaria,2251,28.4,4.02,1.02,27.7,NA
2011,LTER_3,Fringing,Turbinaria,2443,27.7,3.86,0.86,32.1,NA
2011,LTER_3,Fringing,Turbinaria,2539,28.1,4.1,1.15,24.4,NA
2011,LTER_3,Reefcrest,Sargassum,2318,30.8,4.43,0.91,34,NA
2011,LTER_3,Reefcrest,Sargassum,2284,30.1,4.23,0.93,32.5,NA
2011,LTER_3,Reefcrest,Sargassum,2791,31.4,4.64,0.98,31.9,NA
2011,LTER_3,Reefcrest,Sargassum,2374,31.5,4.65,1.16,27.2,NA
2011,LTER_3,Reefcrest,Sargassum,2673,30.7,4.51,1.01,30.5,NA
2011,LTER_3,Reefcrest,Sargassum,2412,30.4,4.08,0.93,32.9,NA
2011,LTER_3,Reefcrest,Sargassum,2213,29.6,4.44,1.09,27.3,NA
2011,LTER_3,Reefcrest,Sargassum,2475,29.7,4.44,0.99,30.2,NA
2011,LTER_3,Reefcrest,Sargassum,2193,32.6,4.79,1.08,30.2,NA
2011,LTER_3,Reefcrest,Sargassum,2277,31.3,4.71,1.03,30.4,NA
2011,LTER_3,Reefcrest,Turbinaria,2779,32,4.8,0.887,36,NA
2011,LTER_3,Reefcrest,Turbinaria,2338,30.9,4.57,0.778,39.7,NA
2011,LTER_3,Reefcrest,Turbinaria,2082,30.9,4.52,0.897,34.5,NA
2011,LTER_3,Reefcrest,Turbinaria,2492,30.4,4.42,0.793,38.3,NA
2011,LTER_3,Reefcrest,Turbinaria,2889,29.9,4.42,0.836,35.7,NA
2011,LTER_3,Reefcrest,Turbinaria,2998,32.5,4.8,0.953,34.1,NA
2011,LTER_3,Reefcrest,Turbinaria,2432,28.9,4.12,0.883,32.7,NA
2011,LTER_3,Reefcrest,Turbinaria,2336,30.5,4.49,0.773,39.5,NA
2011,LTER_3,Reefcrest,Turbinaria,2286,29.4,4.28,0.833,35.3,NA
2011,LTER_3,Reefcrest,Turbinaria,2105,29.9,3.95,0.9,33.3,NA
2011,LTER_4,Backreef,Sargassum,2568,31,4.21,1.22,25.4,NA
2011,LTER_4,Backreef,Sargassum,2753,30.9,4.26,1.2,25.8,NA
2011,LTER_4,Backreef,Sargassum,2712,32.8,4.6,1.35,24.2,NA
2011,LTER_4,Backreef,Sargassum,2646,30,3.98,1.12,26.8,NA
2011,LTER_4,Backreef,Sargassum,2624,31.9,4.37,1.21,26.4,NA
2011,LTER_4,Backreef,Sargassum,3000,31.2,4.15,1.1,28.3,NA
2011,LTER_4,Backreef,Sargassum,2355,33.3,4.52,1.15,28.9,NA
2011,LTER_4,Backreef,Sargassum,2585,33.6,4.56,1.09,30.9,NA
2011,LTER_4,Backreef,Sargassum,2671,32.2,4.23,1.28,25.2,NA
2011,LTER_4,Backreef,Sargassum,2722,34.4,4.47,0.76,45.2,NA
2011,LTER_4,Backreef,Turbinaria,2702,28.5,3.83,0.87,32.7,NA
2011,LTER_4,Backreef,Turbinaria,2236,27.4,3.67,0.73,37.8,NA
2011,LTER_4,Backreef,Turbinaria,2608,28.7,3.98,0.87,33.2,NA
2011,LTER_4,Backreef,Turbinaria,2399,28.6,3.89,0.74,38.6,NA
2011,LTER_4,Backreef,Turbinaria,2834,28,3.86,0.75,37.3,NA
2011,LTER_4,Backreef,Turbinaria,2366,28.5,3.8,0.77,37.1,NA
2011,LTER_4,Backreef,Turbinaria,2668,28.1,3.89,0.77,36.3,NA
2011,LTER_4,Backreef,Turbinaria,2428,28.4,3.86,0.89,31.7,NA
2011,LTER_4,Backreef,Turbinaria,2777,27.4,3.86,0.87,31.6,NA
2011,LTER_4,Backreef,Turbinaria,2884,28.3,3.88,0.83,34,NA
2011,LTER_4,Fringing,Turbinaria,2501,28.3,3.85,0.74,38.4,NA
2011,LTER_4,Fringing,Turbinaria,2500,31.5,4.4,0.75,41.9,NA
2011,LTER_4,Fringing,Turbinaria,2811,26.6,3.71,0.88,30.1,NA
2011,LTER_4,Fringing,Turbinaria,2349,30.1,4.15,0.7,42.9,NA
2011,LTER_4,Fringing,Turbinaria,2127,29.8,4.07,1.06,28.2,NA
2011,LTER_4,Fringing,Turbinaria,2862,30.2,4.2,0.67,45,NA
2011,LTER_4,Fringing,Turbinaria,2523,27.6,3.79,0.87,31.7,NA
2011,LTER_4,Fringing,Turbinaria,2699,28.8,3.95,0.71,40.8,NA
2011,LTER_4,Fringing,Turbinaria,2636,27.7,3.86,0.76,36.5,NA
2011,LTER_4,Fringing,Turbinaria,2035,28.2,3.82,0.96,29.3,NA
2011,LTER_4,Reefcrest,Sargassum,2189,34.6,4.95,0.95,36.5,NA
2011,LTER_4,Reefcrest,Sargassum,2454,31.5,4.48,1.15,27.4,NA
2011,LTER_4,Reefcrest,Sargassum,2912,32.6,4.71,0.97,33.5,NA
2011,LTER_4,Reefcrest,Sargassum,2542,33.1,4.97,1.01,32.8,NA
2011,LTER_4,Reefcrest,Sargassum,2486,31.9,4.57,1.07,29.9,NA
2011,LTER_4,Reefcrest,Sargassum,2599,31.2,4.62,1.44,21.7,NA
2011,LTER_4,Reefcrest,Sargassum,2521,33.1,4.86,0.83,39.8,NA
2011,LTER_4,Reefcrest,Sargassum,2487,31.4,4.4,1.02,30.7,NA
2011,LTER_4,Reefcrest,Sargassum,2701,31.6,4.41,1.03,30.6,NA
2011,LTER_4,Reefcrest,Sargassum,2849,30.8,4.4,1.08,28.4,NA
2011,LTER_4,Reefcrest,Turbinaria,2968,28.8,3.47,0.59,48.7,NA
2011,LTER_4,Reefcrest,Turbinaria,2283,30.1,3.99,0.77,38.9,NA
2011,LTER_4,Reefcrest,Turbinaria,2341,30.1,4.11,0.75,39.9,NA
2011,LTER_4,Reefcrest,Turbinaria,2351,31.4,4.27,1.09,28.9,NA
2011,LTER_4,Reefcrest,Turbinaria,2308,30.8,4.16,0.76,40.8,NA
2011,LTER_4,Reefcrest,Turbinaria,2260,28.4,3.79,0.92,30.8,NA
2011,LTER_4,Reefcrest,Turbinaria,2831,29.1,3.84,0.69,42.3,NA
2011,LTER_4,Reefcrest,Turbinaria,2361,30.4,4.1,0.77,39.3,NA
2011,LTER_4,Reefcrest,Turbinaria,2028,31,4.32,0.91,34,NA
2011,LTER_5,Backreef,Turbinaria,2720,29,3.55,0.81,35.9,NA
2011,LTER_5,Backreef,Turbinaria,2621,27.6,3.54,0.76,36.2,NA
2011,LTER_5,Backreef,Turbinaria,2518,27.4,3.47,0.66,41.7,NA
2011,LTER_5,Backreef,Turbinaria,2134,29.2,3.78,0.71,41.1,NA
2011,LTER_5,Backreef,Turbinaria,2423,29.9,3.92,0.8,37.4,NA
2011,LTER_5,Backreef,Turbinaria,2673,29.9,3.83,0.79,37.9,NA
2011,LTER_5,Backreef,Turbinaria,2307,28.4,3.66,0.67,42.1,NA
2011,LTER_5,Backreef,Turbinaria,2001,29.1,3.75,0.81,36.1,NA
2011,LTER_5,Backreef,Turbinaria,2996,29.6,3.64,0.79,37.6,NA
2011,LTER_5,Backreef,Turbinaria,2893,29.1,3.72,0.78,37.3,NA
2011,LTER_5,Fringing,Turbinaria,2681,24.7,3.31,0.89,27.7,NA
2011,LTER_5,Fringing,Turbinaria,2436,26.6,3.52,1.01,26.4,NA
2011,LTER_5,Fringing,Turbinaria,2891,27.7,3.7,0.84,33,NA
2011,LTER_5,Fringing,Turbinaria,2872,26.2,3.53,0.91,28.7,NA
2011,LTER_5,Fringing,Turbinaria,2273,25.2,3.3,0.74,34.1,NA
2011,LTER_5,Fringing,Turbinaria,2015,26.9,3.48,0.83,32.2,NA
2011,LTER_5,Fringing,Turbinaria,2259,25.1,3.34,0.84,29.9,NA
2011,LTER_5,Fringing,Turbinaria,2848,25.4,3.39,0.81,31.3,NA
2011,LTER_5,Fringing,Turbinaria,2186,26.7,3.51,0.67,39.6,NA
2011,LTER_5,Fringing,Turbinaria,2722,25.1,2.99,0.94,26.8,NA
2011,LTER_5,Reefcrest,Sargassum,2412,39,5.11,1.39,28.1,NA
2011,LTER_5,Reefcrest,Sargassum,2370,33.4,4.34,0.87,38.5,NA
2011,LTER_5,Reefcrest,Sargassum,2441,34.5,4.56,1.21,28.6,NA
2011,LTER_5,Reefcrest,Sargassum,2194,36.3,4.69,1.21,30.1,NA
2011,LTER_5,Reefcrest,Sargassum,2594,36.3,4.1,1.09,33.5,NA
2011,LTER_5,Reefcrest,Sargassum,2195,36,4.78,0.95,37.8,NA
2011,LTER_5,Reefcrest,Sargassum,2460,35.8,4.72,1.42,25.2,NA
2011,LTER_5,Reefcrest,Sargassum,2121,31,4.11,1.08,28.7,NA
2011,LTER_5,Reefcrest,Sargassum,2465,36.5,4.84,1.62,22.6,NA
2011,LTER_5,Reefcrest,Sargassum,2394,37.8,4.99,1.24,30.6,NA
2011,LTER_5,Reefcrest,Turbinaria,2756,28.2,3.8,0.86,32.9,NA
2011,LTER_5,Reefcrest,Turbinaria,2675,29.7,4.09,0.75,39.8,NA
2011,LTER_5,Reefcrest,Turbinaria,2259,29.6,4.06,0.92,32.1,NA
2011,LTER_5,Reefcrest,Turbinaria,2605,30,3.89,0.89,33.7,NA
2011,LTER_5,Reefcrest,Turbinaria,2265,30.3,4.07,1,30.2,NA
2011,LTER_5,Reefcrest,Turbinaria,2592,29.2,4.05,0.96,30.4,NA
2011,LTER_5,Reefcrest,Turbinaria,2668,29.1,3.88,0.81,36.1,NA
2011,LTER_5,Reefcrest,Turbinaria,2941,28.8,4.07,0.83,34.9,NA
2011,LTER_5,Reefcrest,Turbinaria,2871,30,4.2,0.92,32.5,NA
2011,LTER_5,Reefcrest,Turbinaria,2202,29,3.89,0.92,31.5,NA
2011,LTER_6,Backreef,Turbinaria,2140,27.4,3.5,0.72,38.4,NA
2011,LTER_6,Backreef,Turbinaria,2482,28.7,3.54,0.66,43.4,NA
2011,LTER_6,Backreef,Turbinaria,2564,25.3,3.23,0.81,31.1,NA
2011,LTER_6,Backreef,Turbinaria,2154,27.4,3.49,0.69,39.9,NA
2011,LTER_6,Backreef,Turbinaria,2736,25.6,3.24,0.7,36.3,NA
2011,LTER_6,Backreef,Turbinaria,2748,28.9,3.69,0.74,39.1,NA
2011,LTER_6,Backreef,Turbinaria,2569,29.7,4.03,0.75,39.7,NA
2011,LTER_6,Backreef,Turbinaria,2614,28.3,3.82,0.67,42.3,NA
2011,LTER_6,Backreef,Turbinaria,2301,28.5,3.83,0.73,39.2,NA
2011,LTER_6,Backreef,Turbinaria,2110,27,3.65,0.71,38.2,NA
2011,LTER_6,Fringing,Turbinaria,2040,27.5,3.75,0.63,43.9,NA
2011,LTER_6,Fringing,Turbinaria,2264,24.2,3.36,0.56,43,NA
2011,LTER_6,Fringing,Turbinaria,2349,23.3,3.21,0.78,29.9,NA
2011,LTER_6,Fringing,Turbinaria,2376,25.2,3.46,0.81,30.9,NA
2011,LTER_6,Fringing,Turbinaria,2373,25.9,3.59,0.8,32.3,NA
2011,LTER_6,Fringing,Turbinaria,2602,24.2,3.36,0.68,35.4,NA
2011,LTER_6,Fringing,Turbinaria,2793,26.1,3.58,0.64,41,NA
2011,LTER_6,Fringing,Turbinaria,2384,25.9,3.53,0.69,37.6,NA
2011,LTER_6,Fringing,Turbinaria,2850,24.7,3.36,0.73,34.1,NA
2011,LTER_6,Fringing,Turbinaria,2145,24.9,3.34,0.72,34.6,NA
2011,LTER_6,Reefcrest,Turbinaria,2455,30.2,4.08,0.74,40.9,NA
2011,LTER_6,Reefcrest,Turbinaria,2768,28.4,4.19,0.82,34.9,NA
2011,LTER_6,Reefcrest,Turbinaria,2477,32.2,4,0.84,38.5,NA
2011,LTER_6,Reefcrest,Turbinaria,2482,26.1,3.43,0.87,30,NA
2011,LTER_6,Reefcrest,Turbinaria,2033,28.7,3.94,0.69,41.8,NA
2011,LTER_6,Reefcrest,Turbinaria,2420,29.2,3.86,0.8,36.5,NA
2011,LTER_6,Reefcrest,Turbinaria,2464,26.8,3.51,0.75,35.7,NA
2011,LTER_6,Reefcrest,Turbinaria,2937,31.9,4.39,0.54,59.8,NA
2011,LTER_6,Reefcrest,Turbinaria,2187,27.3,3.75,0.51,53.3,NA
2011,LTER_6,Reefcrest,Turbinaria,2188,28.2,3.97,0.57,49.7,NA
2012,LTER_1,Backreef,Turbinaria,2569,26.6,3.57,0.8,33.5,NA
2012,LTER_1,Backreef,Turbinaria,2360,27,3.59,0.87,31.1,NA
2012,LTER_1,Backreef,Turbinaria,2511,27,3.5,0.76,35.7,NA
2012,LTER_1,Backreef,Turbinaria,2719,27.7,3.65,0.8,34.5,NA
2012,LTER_1,Backreef,Turbinaria,2836,27,3.63,0.54,50.2,NA
2012,LTER_1,Backreef,Turbinaria,2766,27.4,3.69,0.73,37.6,NA
2012,LTER_1,Backreef,Turbinaria,2302,26.5,3.53,0.69,38.2,NA
2012,LTER_1,Backreef,Turbinaria,2721,27.2,3.54,0.84,32.2,NA
2012,LTER_1,Backreef,Turbinaria,2635,27.5,3.82,0.86,31.9,NA
2012,LTER_1,Backreef,Turbinaria,2257,23.8,3.26,0.75,31.9,NA
2012,LTER_1,Fringing,Turbinaria,2284,26.8,3.72,0.813,32.9,NA
2012,LTER_1,Fringing,Turbinaria,2672,27.4,3.89,0.714,38.3,NA
2012,LTER_1,Fringing,Turbinaria,2290,27.6,3.86,0.713,38.7,NA
2012,LTER_1,Fringing,Turbinaria,2415,26.7,3.76,0.741,36,NA
2012,LTER_1,Fringing,Turbinaria,2234,27.3,3.9,0.813,33.6,NA
2012,LTER_1,Fringing,Turbinaria,2373,28.2,3.99,0.771,36.5,NA
2012,LTER_1,Fringing,Turbinaria,2921,27.7,3.88,0.739,37.5,NA
2012,LTER_1,Fringing,Turbinaria,2206,28.2,4.01,0.937,30.1,NA
2012,LTER_1,Fringing,Turbinaria,2107,27,3.41,0.726,37.2,NA
2012,LTER_1,Fringing,Turbinaria,2895,26.9,3.84,0.772,34.9,NA
2012,LTER_1,Reefcrest,Sargassum,2600,31.9,4.45,1.22,26.1,NA
2012,LTER_1,Reefcrest,Sargassum,2363,30.9,4.21,1.28,24.1,NA
2012,LTER_1,Reefcrest,Sargassum,2550,31.5,4.78,1.07,29.6,NA
2012,LTER_1,Reefcrest,Sargassum,2384,31.2,4.53,1.13,27.6,NA
2012,LTER_1,Reefcrest,Sargassum,2407,34.4,5.11,1.2,28.6,NA
2012,LTER_1,Reefcrest,Sargassum,2637,34.6,5.33,1.21,28.6,NA
2012,LTER_1,Reefcrest,Sargassum,2833,33.3,5.12,1.23,27.1,NA
2012,LTER_1,Reefcrest,Sargassum,2344,34.9,5.25,0.96,36.3,NA
2012,LTER_1,Reefcrest,Sargassum,2632,32.5,4.82,1.14,28.6,NA
2012,LTER_1,Reefcrest,Turbinaria,2828,27.2,3.69,0.731,37.2,NA
2012,LTER_1,Reefcrest,Turbinaria,2628,26.1,3.59,0.662,39.5,NA
2012,LTER_1,Reefcrest,Turbinaria,2259,27.4,3.6,0.637,43.1,NA
2012,LTER_1,Reefcrest,Turbinaria,3135,28.7,3.85,0.759,37.8,NA
2012,LTER_1,Reefcrest,Turbinaria,2745,28.3,3.78,0.743,38.1,NA
2012,LTER_1,Reefcrest,Turbinaria,2482,27.6,3.69,0.822,33.5,NA
2012,LTER_1,Reefcrest,Turbinaria,2211,27.3,3.62,0.68,40.2,NA
2012,LTER_1,Reefcrest,Turbinaria,2130,26.7,3.49,0.589,45.3,NA
2012,LTER_1,Reefcrest,Turbinaria,2536,27,3.48,0.593,45.5,NA
2012,LTER_1,Reefcrest,Turbinaria,2162,25.5,3.28,0.69,36.9,NA
2012,LTER_2,Backreef,Turbinaria,2849,27.4,3.75,0.785,34.9,NA
2012,LTER_2,Backreef,Turbinaria,2317,23.4,3.04,0.843,27.8,NA
2012,LTER_2,Backreef,Turbinaria,2413,25.2,3.3,0.838,30.1,NA
2012,LTER_2,Backreef,Turbinaria,2943,26.7,3.59,0.8,33.4,NA
2012,LTER_2,Backreef,Turbinaria,2233,26,3.46,0.827,31.5,NA
2012,LTER_2,Backreef,Turbinaria,2055,24.6,3.16,0.736,33.4,NA
2012,LTER_2,Backreef,Turbinaria,2965,27.5,3.75,0.668,41.1,NA
2012,LTER_2,Backreef,Turbinaria,2183,27.5,3.58,0.797,34.5,NA
2012,LTER_2,Backreef,Turbinaria,3095,25.8,3.47,0.774,33.3,NA
2012,LTER_2,Backreef,Turbinaria,2313,26.3,3.45,0.787,33.4,NA
2012,LTER_2,Fringing,Turbinaria,2923,26.1,3.63,1.17,22.4,NA
2012,LTER_2,Fringing,Turbinaria,2229,26.3,3.59,0.99,26.7,NA
2012,LTER_2,Fringing,Turbinaria,2540,26.5,3.64,0.92,28.9,NA
2012,LTER_2,Fringing,Turbinaria,2495,23.1,3.19,0.81,28.6,NA
2012,LTER_2,Fringing,Turbinaria,2940,26.3,3.74,0.73,35.9,NA
2012,LTER_2,Fringing,Turbinaria,2849,26.6,3.73,0.88,30.2,NA
2012,LTER_2,Fringing,Turbinaria,2342,25.2,3.48,0.91,27.8,NA
2012,LTER_2,Fringing,Turbinaria,2063,25.2,3.39,0.84,29.8,NA
2012,LTER_2,Fringing,Turbinaria,2459,24.6,3.43,0.81,30.2,NA
2012,LTER_2,Fringing,Turbinaria,2211,24.8,3.41,0.86,28.7,NA
2012,LTER_2,Reefcrest,Sargassum,2971,32.7,4.42,1.08,30.3,NA
2012,LTER_2,Reefcrest,Sargassum,2002,34.7,5.3,1.01,34.4,NA
2012,LTER_2,Reefcrest,Sargassum,2850,32.3,4.74,1,32.4,NA
2012,LTER_2,Reefcrest,Sargassum,2086,33.2,4.58,1.29,25.7,NA
2012,LTER_2,Reefcrest,Sargassum,2101,34.6,5.1,0.91,38.1,NA
2012,LTER_2,Reefcrest,Sargassum,2421,32,4.7,1.01,31.6,NA
2012,LTER_2,Reefcrest,Sargassum,2998,34.8,4.81,0.899,38.7,NA
2012,LTER_2,Reefcrest,Sargassum,2093,49.2,6.89,1.11,44.3,NA
2012,LTER_2,Reefcrest,Sargassum,2314,29.9,4.2,1.1,27.1,NA
2012,LTER_2,Reefcrest,Sargassum,2243,33.1,4.57,1,33,NA
2012,LTER_2,Reefcrest,Turbinaria,2406,26.7,3.63,0.879,30.4,NA
2012,LTER_2,Reefcrest,Turbinaria,2290,27.1,3.62,0.982,27.6,NA
2012,LTER_2,Reefcrest,Turbinaria,2758,26.9,3.56,0.757,35.6,NA
2012,LTER_2,Reefcrest,Turbinaria,2753,27.1,3.45,0.82,33.1,NA
2012,LTER_2,Reefcrest,Turbinaria,2796,26,3.44,0.8,32.4,NA
2012,LTER_2,Reefcrest,Turbinaria,2747,27.3,3.6,0.76,36,NA
2012,LTER_2,Reefcrest,Turbinaria,2409,26.8,3.44,0.73,36.5,NA
2012,LTER_2,Reefcrest,Turbinaria,2568,26.4,3.53,0.7,37.5,NA
2012,LTER_2,Reefcrest,Turbinaria,2879,26.3,3.49,0.8,33.1,NA
2012,LTER_2,Reefcrest,Turbinaria,2087,25.8,3.41,0.67,38.5,NA
2012,LTER_3,Backreef,Turbinaria,3143,28.8,4.23,0.836,34.5,NA
2012,LTER_3,Backreef,Turbinaria,2689,27.3,3.92,0.734,37.1,NA
2012,LTER_3,Backreef,Turbinaria,2984,28.3,4.19,0.763,37.1,NA
2012,LTER_3,Backreef,Turbinaria,2652,27.1,3.98,0.557,48.6,NA
2012,LTER_3,Backreef,Turbinaria,2348,26.7,3.77,0.752,35.5,NA
2012,LTER_3,Backreef,Turbinaria,2576,27.9,3.96,0.792,35.2,NA
2012,LTER_3,Backreef,Turbinaria,2380,28,3.98,0.731,38.4,NA
2012,LTER_3,Backreef,Turbinaria,2148,27,3.74,0.694,38.9,NA
2012,LTER_3,Backreef,Turbinaria,2953,29.6,4.38,0.744,39.8,NA
2012,LTER_3,Backreef,Turbinaria,2266,27.3,3.82,0.744,36.6,NA
2012,LTER_3,Fringing,Turbinaria,2149,26.3,3.64,0.79,33.5,NA
2012,LTER_3,Fringing,Turbinaria,2844,25.6,3.19,0.86,29.9,NA
2012,LTER_3,Fringing,Turbinaria,2833,27,3.55,0.93,29.2,NA
2012,LTER_3,Fringing,Turbinaria,2280,26.6,3.49,0.99,26.8,NA
2012,LTER_3,Fringing,Turbinaria,2608,26,3.36,0.87,30,NA
2012,LTER_3,Fringing,Turbinaria,2526,27.6,3.63,0.85,32.7,NA
2012,LTER_3,Fringing,Turbinaria,2564,27.5,3.64,0.79,34.8,NA
2012,LTER_3,Fringing,Turbinaria,2137,26,3.4,0.88,29.5,NA
2012,LTER_3,Fringing,Turbinaria,2698,26.6,3.43,1,26.8,NA
2012,LTER_3,Fringing,Turbinaria,2170,25.7,3.33,0.9,28.4,NA
2012,LTER_3,Reefcrest,Sargassum,2150,32.5,4.31,1.09,29.8,NA
2012,LTER_3,Reefcrest,Sargassum,2524,32.7,4.51,1.16,28.3,NA
2012,LTER_3,Reefcrest,Sargassum,2316,34.1,4.85,1.08,31.6,NA
2012,LTER_3,Reefcrest,Sargassum,2402,33.7,4.96,0.79,42.5,NA
2012,LTER_3,Reefcrest,Sargassum,2363,32.6,4.69,0.9,36.2,NA
2012,LTER_3,Reefcrest,Sargassum,2541,32.3,4.69,0.99,32.7,NA
2012,LTER_3,Reefcrest,Sargassum,2587,34.7,5.1,0.8,43.5,NA
2012,LTER_3,Reefcrest,Sargassum,2186,32.2,4.51,1.14,28.2,NA
2012,LTER_3,Reefcrest,Sargassum,2810,34.1,5.18,1.05,32.6,NA
2012,LTER_3,Reefcrest,Sargassum,2446,31.6,4.55,0.8,39.3,NA
2012,LTER_3,Reefcrest,Turbinaria,2120,30,4.42,0.672,44.6,NA
2012,LTER_3,Reefcrest,Turbinaria,2722,28.7,4.17,0.874,32.8,NA
2012,LTER_3,Reefcrest,Turbinaria,2840,29.4,4.46,0.635,46.2,NA
2012,LTER_3,Reefcrest,Turbinaria,2581,28.9,4.19,0.907,31.9,NA
2012,LTER_3,Reefcrest,Turbinaria,2538,28.5,3.65,0.403,70.8,NA
2012,LTER_3,Reefcrest,Turbinaria,2638,28.6,4.06,0.635,45,NA
2012,LTER_3,Reefcrest,Turbinaria,2444,29.7,4.15,0.565,52.6,NA
2012,LTER_3,Reefcrest,Turbinaria,2645,28,3.88,0.683,40.9,NA
2012,LTER_3,Reefcrest,Turbinaria,2010,28.7,3.92,0.714,40.2,NA
2012,LTER_3,Reefcrest,Turbinaria,2738,26.3,3.61,0.65,40.5,NA
2012,LTER_4,Backreef,Sargassum,2751,31.3,4.44,1.21,25.8,NA
2012,LTER_4,Backreef,Sargassum,2665,34,5.02,1.18,28.9,NA
2012,LTER_4,Backreef,Sargassum,2736,31.4,4.42,1.36,23.1,NA
2012,LTER_4,Backreef,Sargassum,2573,32.6,4.66,1.13,29,NA
